"name","location","beds","rating","rating_title","number_of_ratings","price","price_for","image","url"
"Holiday Inn Express Boston, an IHG Hotel","Dorchester, Boston","1 queen bed","8.0","Very Good","1,138 reviews","$259","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/233908505.webp?k=fdde174020f77a016423a4e567917e8d38ec59f8939224bef594fbe67525d31a&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-boston.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=27&sr_order=popularity&srpvid=f606036ca0a00098&srepoch=1669681753&all_sr_blocks=18257405_310011071_2_1_0&highlighted_blocks=18257405_310011071_2_1_0&matching_block_id=18257405_310011071_2_1_0&sr_pri_blocks=18257405_310011071_2_1_0__25900&from=searchresults#hotelTmpl"
"DoubleTree by Hilton Hotel Boston - Downtown","Chinatown, Boston","1 king bed","7.8","Good","Travel Sustainable property","$271","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/13196691.webp?k=7af4bf22d473354e9a04a1423ecfa2589385255ab1b881d1c1b2723a5e7ae850&o=&s=1","https://www.booking.com/hotel/us/doubletree-boston-downtown.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=2870505_95152669_2_2_0&highlighted_blocks=2870505_95152669_2_2_0&matching_block_id=2870505_95152669_2_2_0&sr_pri_blocks=2870505_95152669_2_2_0__27100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"DoubleTree by Hilton Hotel Boston Bayside","Dorchester, Boston","1 king bed","7.6","Good","Travel Sustainable property","$178","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/247256209.webp?k=30cf27200dd5ceb4081ab85042acbf4b1c16de9e27a2d2b7590ca6d795d16c91&o=&s=1","https://www.booking.com/hotel/us/doubletree-club-bayside.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=2865712_95462423_2_2_0&highlighted_blocks=2865712_95462423_2_2_0&matching_block_id=2865712_95462423_2_2_0&sr_pri_blocks=2865712_95462423_2_2_0__17800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"The Bostonian Boston","Downtown Boston, Boston","1 king bed","8.0","Very Good","1,267 reviews","$292","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/89914228.webp?k=a96344c033bca2d4754611d80b0bec5eb413a83d200be946677223450f68df33&o=&s=1","https://www.booking.com/hotel/us/millennium-bostonian.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5630101_88995672_2_2_0&highlighted_blocks=5630101_88995672_2_2_0&matching_block_id=5630101_88995672_2_2_0&sr_pri_blocks=5630101_88995672_2_2_0__29200&from=searchresults#hotelTmpl"
"Hyatt Place Boston/Seaport District","Waterfront, Boston","","8.8","Excellent","Travel Sustainable property","$374","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/274472176.webp?k=350366293e841a74e5865fc501619b302ac6ba98164b98e13da5741ce052c97e&o=&s=1","https://www.booking.com/hotel/us/hyatt-place-boston-seaport-district.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=623373501_327152349_4_1_0&highlighted_blocks=623373501_327152349_4_1_0&matching_block_id=623373501_327152349_4_1_0&sr_pri_blocks=623373501_327152349_4_1_0__37440&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Embassy Suites Boston at Logan Airport","East Boston, Boston","Private suite","8.3","Very Good","Travel Sustainable property","$291","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/73621181.webp?k=9c52463028e8516c13ec0bfcb448bff81e4870e2fddb90861d973edb30a2c2ce&o=&s=1","https://www.booking.com/hotel/us/embassy-boston-logan.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=2864412_95152612_2_1_0&highlighted_blocks=2864412_95152612_2_1_0&matching_block_id=2864412_95152612_2_1_0&sr_pri_blocks=2864412_95152612_2_1_0__29100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"The Colonnade Hotel","Back Bay, Boston","1 king bed","8.5","Very Good","1,830 reviews","$508","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/241181173.webp?k=54308ab64e6c03a9111ea0571ba4c2314f1248240677a230a7f7042c1f21db35&o=&s=1","https://www.booking.com/hotel/us/the-colonnade.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5740518_88767969_2_0_0&highlighted_blocks=5740518_88767969_2_0_0&matching_block_id=5740518_88767969_2_0_0&sr_pri_blocks=5740518_88767969_2_0_0__50830&from=searchresults#hotelTmpl"
"Wyndham Boston Beacon Hill","West End, Boston","2 full beds","7.5","Good","1,854 reviews","$338","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/263856471.webp?k=3591f58d7621e4c2bab36d604459cafe357254f7fedcedbc21b085d32ce5f40a&o=&s=1","https://www.booking.com/hotel/us/wyndham-boston-beacon-hill.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=18253515_246079694_2_2_0&highlighted_blocks=18253515_246079694_2_2_0&matching_block_id=18253515_246079694_2_2_0&sr_pri_blocks=18253515_246079694_2_2_0__33830&from=searchresults#hotelTmpl"
"Canopy By Hilton Boston Downtown","Downtown Boston, Boston","1 king bed","9.0","Wonderful","236 reviews","$373","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/387549183.webp?k=1f240b4c2a064cdbb095612f6f81fdd1769f22b1754b7167bb3ab8cb76e56528&o=&s=1","https://www.booking.com/hotel/us/canopy-by-hilton-boston-downtown.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=815532308_344048481_2_2_0&highlighted_blocks=815532308_344048481_2_2_0&matching_block_id=815532308_344048481_2_2_0&sr_pri_blocks=815532308_344048481_2_2_0__37301&from=searchresults#hotelTmpl"
"Homewood Suites by Hilton Boston Seaport District","Waterfront, Boston","Private suite","8.4","Very Good","Travel Sustainable property","$309","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/306374102.webp?k=46c0d148b41cf5e53d93f4e9f24b0da35360125e642a41d535351679f6041405&o=&s=1","https://www.booking.com/hotel/us/homewood-suites-by-hilton-boston-seaport-ma.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=672666001_275291079_2_1_0&highlighted_blocks=672666001_275291079_2_1_0&matching_block_id=672666001_275291079_2_1_0&sr_pri_blocks=672666001_275291079_2_1_0__30901&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Hampton Inn Boston Seaport District","Waterfront, Boston","2 queen beds","8.6","Excellent","Travel Sustainable property","$342","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/306365999.webp?k=ee4d8b66232f3dbb2c2413fb909e894f6267cfa561509b8953a55adab0d305a9&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-boston-seaport-ma.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=672665907_275240251_2_1_0&highlighted_blocks=672665907_275240251_2_1_0&matching_block_id=672665907_275240251_2_1_0&sr_pri_blocks=672665907_275240251_2_1_0__34202&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Seaport Hotel® Boston","Waterfront, Boston","1 king bed","8.9","Excellent","1,759 reviews","$394","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/15509409.webp?k=b7b61bec616992980de40420344fbc97bea984251d066510cf183d7ccf642229&o=&s=1","https://www.booking.com/hotel/us/seaport.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5608810_91903151_2_0_0&highlighted_blocks=5608810_91903151_2_0_0&matching_block_id=5608810_91903151_2_0_0&sr_pri_blocks=5608810_91903151_2_0_0__39400&from=searchresults#hotelTmpl"
"DoubleTree Suites by Hilton Hotel Boston - Cambridge","Allston/Brighton, Boston","1 king bed","8.4","Very Good","Travel Sustainable property","$284","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/10501962.webp?k=6619c9cc137b4c3bcc4388856dad26ecfbc07737364abbdb04775d37591ca5fb&o=&s=1","https://www.booking.com/hotel/us/doubletree-guest-suites-boston.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=2876521_95462385_2_2_0&highlighted_blocks=2876521_95462385_2_2_0&matching_block_id=2876521_95462385_2_2_0&sr_pri_blocks=2876521_95462385_2_2_0__28400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Boston Omni Parker House Hotel","Downtown Boston, Boston","1 full bed","8.2","Very Good","Travel Sustainable property","$278","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/374719536.webp?k=8c920c5fa95cc79a4110bc6b3fbfc1feff6285e483d59f95466190621e8cbc23&o=&s=1","https://www.booking.com/hotel/us/boston-omni-parker-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5617401_308901494_2_0_0&highlighted_blocks=5617401_308901494_2_0_0&matching_block_id=5617401_308901494_2_0_0&sr_pri_blocks=5617401_308901494_2_0_0__27800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Studio Allston Hotel Boston","Allston/Brighton, Boston","1 king bed","8.3","Very Good","1,700 reviews","$300","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/154505165.webp?k=349543e558520e46c89882b85521149c830700f01c7e7ae653ad9b2d55617692&o=&s=1","https://www.booking.com/hotel/us/studio-allston-hotel-boston.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5630218_234868008_0_1_0&highlighted_blocks=5630218_234868008_0_1_0&matching_block_id=5630218_234868008_0_1_0&sr_pri_blocks=5630218_234868008_0_1_0__29960&from=searchresults#hotelTmpl"
"The Newbury Boston","Back Bay, Boston","1 king bed","9.1","Wonderful","Travel Sustainable property","$1,042","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/288181406.webp?k=70bc88f37fcee8487a5ae9c12f7802d51af9757671732b9fd5dfbfb6f2615ce9&o=&s=1","https://www.booking.com/hotel/us/the-newbury-boston.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=707693603_295595250_2_42_0&highlighted_blocks=707693603_295595250_2_42_0&matching_block_id=707693603_295595250_2_42_0&sr_pri_blocks=707693603_295595250_2_42_0__104210&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Hilton Garden Inn Boston Logan Airport","East Boston, Boston","1 king bed","8.5","Very Good","Travel Sustainable property","$271","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/57212872.webp?k=01a8197b059e853ff9c8a977da69e7d2ce04c31ae94fff1cff77ae80ba5161b1&o=&s=1","https://www.booking.com/hotel/us/hilton-garden-inn-boston-logan-airport.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=139360102_94597530_2_2_0&highlighted_blocks=139360102_94597530_2_2_0&matching_block_id=139360102_94597530_2_2_0&sr_pri_blocks=139360102_94597530_2_2_0__27100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Hilton Boston Downtown/Faneuil Hall","Financial District, Boston","1 king bed","8.1","Very Good","Travel Sustainable property","$362","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/220852236.webp?k=0b6cf10b141cfd5c97d3ca49044776ada58eea29ecf9ddeaf472d9d4c9068fb1&o=&s=1","https://www.booking.com/hotel/us/hilton-boston-fin-district.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=2871114_95152683_2_2_0&highlighted_blocks=2871114_95152683_2_2_0&matching_block_id=2871114_95152683_2_2_0&sr_pri_blocks=2871114_95152683_2_2_0__36200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Newbury Guest House","Back Bay, Boston","1 queen bed","8.9","Excellent","412 reviews","$358","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/272865695.webp?k=f5c38ff88c3d9cbedc6d24e9c7496a943a14b4ae6950b75096be3d4341f4b694&o=&s=1","https://www.booking.com/hotel/us/newbury-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=23672501_256757703_2_0_0&highlighted_blocks=23672501_256757703_2_0_0&matching_block_id=23672501_256757703_2_0_0&sr_pri_blocks=23672501_256757703_2_0_0__35800&from=searchresults#hotelTmpl"
"Charlesmark Hotel","Back Bay, Boston","1 queen bed","7.8","Good","492 reviews","$206","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/37677910.webp?k=f9035777f4a032f0ea2c011f00b1bc47a0bb47c93bb73c74d73ffcd0aa9178fc&o=&s=1","https://www.booking.com/hotel/us/charlesmark.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5635305_273497731_2_0_0&highlighted_blocks=5635305_273497731_2_0_0&matching_block_id=5635305_273497731_2_0_0&sr_pri_blocks=5635305_273497731_2_0_0__20640&from=searchresults#hotelTmpl"
"Copley Square Hotel","Back Bay, Boston","1 queen bed","7.5","Good","Travel Sustainable property","$245","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/73938821.webp?k=9ee0a954db9ba4fd0d413bf80e68390684c65192737a5cf0f152e17c9375f39c&o=&s=1","https://www.booking.com/hotel/us/copley-square.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=5625505_91458680_0_0_0&highlighted_blocks=5625505_91458680_0_0_0&matching_block_id=5625505_91458680_0_0_0&sr_pri_blocks=5625505_91458680_0_0_0__24510&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Home2 Suites By Hilton Boston South Bay","Dorchester, Boston","Private studio • 1 bathroom • 28m²","8.3","Very Good","Travel Sustainable property","$270","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/286306859.webp?k=062206b14fad2b5175a2e41c270a7a7c60bc711a75cf242f08a93029966201b1&o=&s=1","https://www.booking.com/hotel/us/home2-suites-by-hilton-boston-south-bay.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=645990002_265502760_2_1_0&highlighted_blocks=645990002_265502760_2_1_0&matching_block_id=645990002_265502760_2_1_0&sr_pri_blocks=645990002_265502760_2_1_0__26998&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Moxy Boston Downtown","Downtown Boston, Boston","1 queen bed","8.4","Very Good","Travel Sustainable property","$330","2 nights , 2 adults","https://t-cf.bstatic.com/xdata/images/hotel/square200/233378932.webp?k=28271644982e0238c236e7fe71b34a1715165436944a2bc02617ebcc97871823&o=&s=1","https://www.booking.com/hotel/us/moxy-boston-downtown.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=20061717&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=db18036d7f6c00e4&srepoch=1669681755&all_sr_blocks=537578603_191393531_0_42_0&highlighted_blocks=537578603_191393531_0_42_0&matching_block_id=537578603_191393531_0_42_0&sr_pri_blocks=537578603_191393531_0_42_0__32980&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
